instrument_id,symbol,tdx_node_code,tdx_node_name,damodaran_industry
44688,sz300377,X420202,行业应用软件,Software (System & Application)
44690,sz300380,X420202,行业应用软件,Software (System & Application)
44707,sz300399,X420202,行业应用软件,Software (System & Application)
44727,sz300419,X420202,行业应用软件,Computer Services
44747,sz300440,X420202,行业应用软件,Electronics (General)
44755,sz300448,X420202,行业应用软件,Software (System & Application)
44758,sz300451,X420202,行业应用软件,Heathcare Information and Technology
44772,sz300465,X420202,行业应用软件,Software (System & Application)
44775,sz300468,X420202,行业应用软件,Computer Services
44776,sz300469,X420202,行业应用软件,Computer Services
44802,sz300496,X420202,行业应用软件,Software (System & Application)
44814,sz300508,X420202,行业应用软件,Electrical Equipment
44819,sz300513,X420202,行业应用软件,Software (System & Application)
44826,sz300520,X420202,行业应用软件,Software (System & Application)
44829,sz300523,X420202,行业应用软件,Software (System & Application)
44830,sz300525,X420202,行业应用软件,Computer Services
44836,sz300532,X420202,行业应用软件,Software (System & Application)
44845,sz300541,X420202,行业应用软件,Software (Internet)
44846,sz300542,X420202,行业应用软件,Computer Services
44853,sz300550,X420202,行业应用软件,Heathcare Information and Technology
44854,sz300551,X420202,行业应用软件,Computers/Peripherals
44859,sz300556,X420202,行业应用软件,Business & Consumer Services
44862,sz300559,X420202,行业应用软件,Telecom. Equipment
44864,sz300561,X420202,行业应用软件,Electronics (General)
44900,sz300598,X420202,行业应用软件,Software (System & Application)
44907,sz300605,X420202,行业应用软件,Computer Services
44910,sz300608,X420202,行业应用软件,Software (System & Application)
44911,sz300609,X420202,行业应用软件,Computer Services
44935,sz300634,X420202,行业应用软件,Computer Services
44946,sz300645,X420202,行业应用软件,Computer Services
44963,sz300663,X420202,行业应用软件,Software (System & Application)
44974,sz300674,X420202,行业应用软件,Computer Services
44978,sz300678,X420202,行业应用软件,Computer Services
44982,sz300682,X420202,行业应用软件,Software (System & Application)
45027,sz300730,X420202,行业应用软件,Computer Services
45058,sz300766,X420202,行业应用软件,Computer Services
45093,sz300803,X420202,行业应用软件,Financial Svcs. (Non-bank & Insurance)
45097,sz300807,X420202,行业应用软件,Electronics (General)
45120,sz300830,X420202,行业应用软件,Software (System & Application)
45135,sz300845,X420202,行业应用软件,Software (System & Application)
45221,sz300935,X420202,行业应用软件,Software (System & Application)
45279,sz300996,X420202,行业应用软件,Software (System & Application)
45390,sz301117,X420202,行业应用软件,Computer Services
45417,sz301153,X420202,行业应用软件,Software (System & Application)
45422,sz301159,X420202,行业应用软件,Software (System & Application)
45425,sz301162,X420202,行业应用软件,Software (System & Application)
45434,sz301172,X420202,行业应用软件,Computer Services
45439,sz301178,X420202,行业应用软件,Computer Services
45445,sz301185,X420202,行业应用软件,Software (System & Application)
45454,sz301195,X420202,行业应用软件,Electronics (General)
45456,sz301197,X420202,行业应用软件,Software (System & Application)
45466,sz301208,X420202,行业应用软件,Computer Services
45475,sz301218,X420202,行业应用软件,Computer Services
45492,sz301236,X420202,行业应用软件,Computer Services
45497,sz301248,X420202,行业应用软件,Software (System & Application)
45514,sz301270,X420202,行业应用软件,Business & Consumer Services
45554,sz301315,X420202,行业应用软件,Computer Services
45555,sz301316,X420202,行业应用软件,Computer Services
45574,sz301337,X420202,行业应用软件,Heathcare Information and Technology
45601,sz301378,X420202,行业应用软件,Software (System & Application)
45616,sz301396,X420202,行业应用软件,Software (System & Application)
45678,sz301556,X420202,行业应用软件,Electronics (General)
45730,sz301638,X420202,行业应用软件,Computer Services
25463,sh600588,X420303,云软件服务,Software (System & Application)
26828,sh688111,X420303,云软件服务,Software (System & Application)
27046,sh688365,X420303,云软件服务,Software (System & Application)
28955,sz002153,X420303,云软件服务,Software (System & Application)
29059,sz002261,X420303,云软件服务,Entertainment
29201,sz002410,X420303,云软件服务,Software (System & Application)
29740,sz003007,X420303,云软件服务,Software (System & Application)
45212,sz300925,X420303,云软件服务,Computer Services
25059,sh600037,X4307,广播电视,Cable TV
25501,sh600637,X4307,广播电视,Cable TV
25662,sh600831,X4307,广播电视,Cable TV
25742,sh600959,X4307,广播电视,Broadcasting
25773,sh600996,X4307,广播电视,Cable TV
25980,sh601929,X4307,广播电视,Cable TV
28337,sz000156,X4307,广播电视,Cable TV
28477,sz000665,X4307,广播电视,Broadcasting
29038,sz002238,X4307,广播电视,Cable TV
45062,sz300770,X4307,广播电视,Broadcasting
45507,sz301262,X4307,广播电视,Software (Entertainment)
45675,sz301551,X4307,广播电视,Cable TV
25370,sh600477,X520302,钢结构,Engineering/Construction
25385,sh600496,X520302,钢结构,Engineering/Construction
25811,sh601096,X520302,钢结构,Electrical Equipment
26089,sh603098,X520302,钢结构,Engineering/Construction
28939,sz002135,X520302,钢结构,Engineering/Construction
29118,sz002323,X520302,钢结构,Electrical Equipment
29316,sz002541,X520302,钢结构,Steel
29368,sz002593,X520302,钢结构,Auto Parts
29504,sz002743,X520302,钢结构,Steel
44823,sz300517,X520302,钢结构,Engineering/Construction
25804,sh601068,X520304,其他专业工程,Engineering/Construction
25830,sh601133,X520304,其他专业工程,Engineering/Construction
25858,sh601226,X520304,其他专业工程,Engineering/Construction
26137,sh603163,X520304,其他专业工程,Engineering/Construction
26579,sh603929,X520304,其他专业工程,Engineering/Construction
26692,sh605289,X520304,其他专业工程,Engineering/Construction
26729,sh605598,X520304,其他专业工程,Engineering/Construction
28303,sz000032,X520304,其他专业工程,Engineering/Construction
28921,sz002116,X520304,其他专业工程,Engineering/Construction
29317,sz002542,X520304,其他专业工程,Engineering/Construction
29734,sz003001,X520304,其他专业工程,Engineering/Construction
44367,sz300021,X520304,其他专业工程,Machinery
45011,sz300712,X520304,其他专业工程,Business & Consumer Services
45269,sz300986,X520304,其他专业工程,Metals & Mining
45326,sz301046,X520304,其他专业工程,Engineering/Construction
45611,sz301390,X520304,其他专业工程,Engineering/Construction
25497,sh600629,X5204,工程咨询服务,Business & Consumer Services
25567,sh600720,X5204,工程咨询服务,Engineering/Construction
25672,sh600846,X5204,工程咨询服务,Engineering/Construction
26019,sh603017,X5204,工程咨询服务,Business & Consumer Services
26020,sh603018,X5204,工程咨询服务,Business & Consumer Services
26129,sh603153,X5204,工程咨询服务,Engineering/Construction
26211,sh603257,X5204,工程咨询服务,Engineering/Construction
26293,sh603357,X5204,工程咨询服务,Business & Consumer Services
26341,sh603458,X5204,工程咨询服务,Business & Consumer Services
26534,sh603860,X5204,工程咨询服务,Business & Consumer Services
26567,sh603909,X5204,工程咨询服务,Business & Consumer Services
28549,sz000779,X5204,工程咨询服务,Business & Consumer Services
29627,sz002883,X5204,工程咨询服务,Engineering/Construction
29686,sz002949,X5204,工程咨询服务,Business & Consumer Services
29746,sz003013,X5204,工程咨询服务,Engineering/Construction
44607,sz300284,X5204,工程咨询服务,Engineering/Construction
44806,sz300500,X5204,工程咨询服务,Business & Consumer Services
44867,sz300564,X5204,工程咨询服务,Business & Consumer Services
44936,sz300635,X5204,工程咨询服务,Engineering/Construction
44968,sz300668,X5204,工程咨询服务,Business & Consumer Services
44975,sz300675,X5204,工程咨询服务,Business & Consumer Services
45029,sz300732,X5204,工程咨询服务,Engineering/Construction
45040,sz300746,X5204,工程咨询服务,Business & Consumer Services
45070,sz300778,X5204,工程咨询服务,Business & Consumer Services
45116,sz300826,X5204,工程咨询服务,Business & Consumer Services
45134,sz300844,X5204,工程咨询服务,Environmental & Waste Services
45260,sz300977,X5204,工程咨询服务,Engineering/Construction
45266,sz300983,X5204,工程咨询服务,Business & Consumer Services
45272,sz300989,X5204,工程咨询服务,Business & Consumer Services
45306,sz301024,X5204,工程咨询服务,Business & Consumer Services
45309,sz301027,X5204,工程咨询服务,Engineering/Construction
45319,sz301038,X5204,工程咨询服务,Environmental & Waste Services
45337,sz301058,X5204,工程咨询服务,Engineering/Construction
45367,sz301091,X5204,工程咨询服务,Business & Consumer Services
45407,sz301136,X5204,工程咨询服务,Engineering/Construction
45429,sz301167,X5204,工程咨询服务,Business & Consumer Services
45590,sz301365,X5204,工程咨询服务,Business & Consumer Services
45648,sz301505,X5204,工程咨询服务,Engineering/Construction
26055,sh603060,X600602,检测服务,Business & Consumer Services
26155,sh603183,X600602,检测服务,Engineering/Construction
26776,sh688053,X600602,检测服务,Electronics (General)
27022,sh688334,X600602,检测服务,Business & Consumer Services
27300,sh688757,X600602,检测服务,Semiconductor
29702,sz002967,X600602,检测服务,Business & Consumer Services
29741,sz003008,X600602,检测服务,Business & Consumer Services
44358,sz300012,X600602,检测服务,Business & Consumer Services
44543,sz300215,X600602,检测服务,Business & Consumer Services
44724,sz300416,X600602,检测服务,Electronics (General)
44875,sz300572,X600602,检测服务,Electronics (General)
45088,sz300797,X600602,检测服务,Business & Consumer Services
45176,sz300887,X600602,检测服务,Business & Consumer Services
45224,sz300938,X600602,检测服务,Business & Consumer Services
45388,sz301115,X600602,检测服务,Business & Consumer Services
45484,sz301228,X600602,检测服务,Business & Consumer Services
45530,sz301289,X600602,检测服务,Business & Consumer Services
45545,sz301306,X600602,检测服务,Business & Consumer Services
45630,sz301449,X600602,检测服务,Business & Consumer Services
45650,sz301508,X600602,检测服务,Business & Consumer Services
45727,sz301632,X600602,检测服务,Engineering/Construction
25515,sh600654,X600604,其他专业服务,Electronics (General)
26304,sh603373,X600604,其他专业服务,Business & Consumer Services
45032,sz300736,X600604,其他专业服务,Retail (Special Lines)
45431,sz301169,X600604,其他专业服务,Computer Services
45552,sz301313,X600604,其他专业服务,Advertising
25163,sh600179,X610302,航运,Shipbuilding & Marine
25345,sh600428,X610302,航运,Shipbuilding & Marine
25596,sh600751,X610302,航运,Computer Services
25635,sh600798,X610302,航运,Shipbuilding & Marine
25795,sh601022,X610302,航运,Shipbuilding & Marine
25807,sh601083,X610302,航运,Shipbuilding & Marine
25961,sh601872,X610302,航运,Oil/Gas Distribution
25992,sh601975,X610302,航运,Oil/Gas Distribution
26136,sh603162,X610302,航运,Shipbuilding & Marine
26140,sh603167,X610302,航运,Shipbuilding & Marine
26179,sh603209,X610302,航运,Shipbuilding & Marine
26377,sh603565,X610302,航运,Shipbuilding & Marine
28383,sz000520,X610302,航运,Shipbuilding & Marine
28696,sz001205,X610302,航运,Shipbuilding & Marine
29115,sz002320,X610302,航运,Shipbuilding & Marine
25070,sh600057,X610401,供应链服务,Transportation
25141,sh600153,X610401,供应链服务,Retail (Distributors)
25164,sh600180,X610401,供应链服务,Retail (Distributors)
25476,sh600603,X610401,供应链服务,Real Estate (General/Diversified)
25553,sh600704,X610401,供应链服务,Retail (Distributors)
25599,sh600755,X610401,供应链服务,Retail (Distributors)
26272,sh603329,X610401,供应链服务,Transportation
26423,sh603648,X610401,供应链服务,Transportation
26632,sh605050,X610401,供应链服务,Steel
28629,sz000906,X610401,供应链服务,Retail (Distributors)
28645,sz000927,X610401,供应链服务,Transportation
28694,sz001202,X610401,供应链服务,Trucking
28717,sz001228,X610401,供应链服务,Transportation
28822,sz002010,X610401,供应链服务,Chemical (Specialty)
28985,sz002183,X610401,供应链服务,Business & Consumer Services
29450,sz002682,X610401,供应链服务,Trucking
29525,sz002769,X610401,供应链服务,Transportation
29551,sz002800,X610401,供应链服务,Transportation
29633,sz002889,X610401,供应链服务,Transportation
44359,sz300013,X610401,供应链服务,Transportation
44567,sz300240,X610401,供应链服务,Transportation
44666,sz300350,X610401,供应链服务,Transportation
45163,sz300873,X610401,供应链服务,Transportation
25277,sh600333,X6202,燃气,Power
25487,sh600617,X6202,燃气,Oil/Gas (Integrated)
25500,sh600635,X6202,燃气,Power
25535,sh600681,X6202,燃气,Power
25639,sh600803,X6202,燃气,Power
25718,sh600903,X6202,燃气,Oil/Gas Distribution
25724,sh600917,X6202,燃气,Power
25834,sh601139,X6202,燃气,Power
26050,sh603053,X6202,燃气,Power
26073,sh603080,X6202,燃气,Power
26261,sh603318,X6202,燃气,Oilfield Svcs/Equip.
26451,sh603689,X6202,燃气,Oil/Gas Distribution
26461,sh603706,X6202,燃气,Power
26645,sh605090,X6202,燃气,Oil/Gas Distribution
26667,sh605169,X6202,燃气,Oilfield Svcs/Equip.
26709,sh605368,X6202,燃气,Power
28350,sz000407,X6202,燃气,Power
28359,sz000421,X6202,燃气,Power
28436,sz000593,X6202,燃气,Power
28479,sz000669,X6202,燃气,Oil/Gas Distribution
28753,sz001299,X6202,燃气,Power
28774,sz001331,X6202,燃气,Power
29058,sz002259,X6202,燃气,Oil/Gas Distribution
29065,sz002267,X6202,燃气,Power
29466,sz002700,X6202,燃气,Power
29652,sz002911,X6202,燃气,Power
44650,sz300332,X6202,燃气,Power
44742,sz300435,X6202,燃气,Machinery
25319,sh600388,X6301,环保设备,Machinery
25412,sh600526,X6301,环保设备,Machinery
25649,sh600817,X6301,环保设备,Construction Supplies
26229,sh603279,X6301,环保设备,Machinery
26267,sh603324,X6301,环保设备,Machinery
26448,sh603686,X6301,环保设备,Construction Supplies
26998,sh688309,X6301,环保设备,Environmental & Waste Services
27023,sh688335,X6301,环保设备,Machinery
27056,sh688376,X6301,环保设备,Building Materials
27121,sh688501,X6301,环保设备,Machinery
27243,sh688659,X6301,环保设备,Machinery
28408,sz000551,X6301,环保设备,Machinery
28671,sz000967,X6301,环保设备,Machinery
28778,sz001336,X6301,环保设备,Environmental & Waste Services
29366,sz002591,X6301,环保设备,Chemical (Specialty)
29415,sz002645,X6301,环保设备,Machinery
44442,sz300105,X6301,环保设备,Electrical Equipment
44485,sz300152,X6301,环保设备,Machinery
44652,sz300334,X6301,环保设备,Environmental & Waste Services
44932,sz300631,X6301,环保设备,Environmental & Waste Services
45078,sz300786,X6301,环保设备,Electrical Equipment
45312,sz301030,X6301,环保设备,Machinery
45358,sz301081,X6301,环保设备,Apparel
45529,sz301288,X6301,环保设备,Machinery
45660,sz301519,X6301,环保设备,Machinery
25129,sh600133,X630201,大气治理,Engineering/Construction
26149,sh603177,X630201,大气治理,Environmental & Waste Services
26258,sh603315,X630201,大气治理,Steel
29324,sz002549,X630201,大气治理,Chemical (Specialty)
29758,sz003027,X630201,大气治理,Environmental & Waste Services
44398,sz300056,X630201,大气治理,Machinery
44695,sz300385,X630201,大气治理,Machinery
25191,sh600217,X630203,固废治理,Environmental & Waste Services
25268,sh600323,X630203,固废治理,Utility (Water)
25797,sh601033,X630203,固废治理,Green & Renewable Energy
25850,sh601200,X630203,固废治理,Environmental & Waste Services
25951,sh601827,X630203,固废治理,Power
26115,sh603126,X630203,固废治理,Environmental & Waste Services
26380,sh603568,X630203,固废治理,Environmental & Waste Services
26390,sh603588,X630203,固废治理,Environmental & Waste Services
26806,sh688087,X630203,固废治理,Chemical (Basic)
26902,sh688196,X630203,固废治理,Oilfield Svcs/Equip.
27051,sh688370,X630203,固废治理,Environmental & Waste Services
27257,sh688679,X630203,固废治理,Environmental & Waste Services
28305,sz000035,X630203,固废治理,Environmental & Waste Services
28404,sz000546,X630203,固废治理,Construction Supplies
28568,sz000803,X630203,固废治理,Machinery
28584,sz000826,X630203,固废治理,Environmental & Waste Services
28612,sz000885,X630203,固废治理,Construction Supplies
28719,sz001230,X630203,固废治理,Environmental & Waste Services
28844,sz002034,X630203,固废治理,Environmental & Waste Services
29012,sz002210,X630203,固废治理,Green & Renewable Energy
29064,sz002266,X630203,固废治理,Environmental & Waste Services
29708,sz002973,X630203,固废治理,Environmental & Waste Services
44473,sz300140,X630203,固废治理,Machinery
44520,sz300190,X630203,固废治理,Machinery
44916,sz300614,X630203,固废治理,Green & Renewable Energy
45071,sz300779,X630203,固废治理,Environmental & Waste Services
45105,sz300815,X630203,固废治理,Environmental & Waste Services
45144,sz300854,X630203,固废治理,Environmental & Waste Services
45157,sz300867,X630203,固废治理,Environmental & Waste Services
45329,sz301049,X630203,固废治理,Environmental & Waste Services
45346,sz301068,X630203,固废治理,Environmental & Waste Services
45383,sz301109,X630203,固废治理,Environmental & Waste Services
45436,sz301175,X630203,固废治理,Environmental & Waste Services
45509,sz301265,X630203,固废治理,Environmental & Waste Services
45544,sz301305,X630203,固废治理,Environmental & Waste Services
45644,sz301500,X630203,固废治理,Environmental & Waste Services
